epoch (ms),time (-00:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1.56E+12,2019-06-26T11:48:50.417,1814.395,0.012,0.1,-0.156
1.56E+12,2019-06-26T11:48:50.426,1814.404,-0.014,-0.105,-0.168
1.56E+12,2019-06-26T11:48:50.436,1814.414,-0.048,-0.117,-0.047
1.56E+12,2019-06-26T11:48:50.445,1814.423,0.011,-0.072,-0.158
1.56E+12,2019-06-26T11:48:50.456,1814.434,-0.015,0.015,0.042
1.56E+12,2019-06-26T11:48:50.466,1814.444,-0.064,-0.267,0.224
1.56E+12,2019-06-26T11:48:50.476,1814.454,0.009,-0.089,0.396
1.56E+12,2019-06-26T11:48:50.485,1814.463,-0.045,0.089,-0.173
1.56E+12,2019-06-26T11:48:50.495,1814.473,-0.06,0.047,0.193
1.56E+12,2019-06-26T11:48:50.505,1814.483,-0.062,-0.246,0.232
1.56E+12,2019-06-26T11:48:50.516,1814.494,-0.008,0.001,0.495
1.56E+12,2019-06-26T11:48:50.524,1814.502,0.033,-0.054,0.577
1.56E+12,2019-06-26T11:48:50.535,1814.513,-0.047,0.002,0.18
1.56E+12,2019-06-26T11:48:50.545,1814.523,-0.065,-0.055,0.169
1.56E+12,2019-06-26T11:48:50.555,1814.533,0.034,0.101,0.884
1.56E+12,2019-06-26T11:48:50.564,1814.542,0.017,-0.089,1.166
1.56E+12,2019-06-26T11:48:50.574,1814.552,-0.01,0.192,0.694
1.56E+12,2019-06-26T11:48:50.584,1814.562,-0.031,-0.244,0.273
1.56E+12,2019-06-26T11:48:50.595,1814.573,0.046,-0.097,0.76
1.56E+12,2019-06-26T11:48:50.603,1814.581,0,-0.18,0.943
1.56E+12,2019-06-26T11:48:50.614,1814.592,0.048,-0.05,0.741
1.56E+12,2019-06-26T11:48:50.624,1814.602,0.003,-0.084,0.725
1.56E+12,2019-06-26T11:48:50.634,1814.612,-0.003,0.044,0.752
1.56E+12,2019-06-26T11:48:50.643,1814.621,-0.044,0.005,0.296
1.56E+12,2019-06-26T11:48:50.653,1814.631,0.004,0.067,0.316
1.56E+12,2019-06-26T11:48:50.664,1814.642,0.045,0.054,0.366
1.56E+12,2019-06-26T11:48:50.674,1814.652,0.001,0.018,0.104
1.56E+12,2019-06-26T11:48:50.683,1814.661,-0.013,-0.075,0.334
1.56E+12,2019-06-26T11:48:50.693,1814.671,0.09,0.094,0.595
1.56E+12,2019-06-26T11:48:50.703,1814.681,0.05,0.034,0.64
1.56E+12,2019-06-26T11:48:50.712,1814.69,0.004,0.031,0.62
1.56E+12,2019-06-26T11:48:50.722,1814.7,0.025,0.002,0.694
1.56E+12,2019-06-26T11:48:50.732,1814.71,0.045,0.16,0.434
1.56E+12,2019-06-26T11:48:50.743,1814.721,-0.015,-0.053,0.371
1.56E+12,2019-06-26T11:48:50.751,1814.729,0.048,-0.009,0.534
1.56E+12,2019-06-26T11:48:50.762,1814.74,0.107,-0.024,0.796
1.56E+12,2019-06-26T11:48:50.772,1814.75,0.056,0.01,0.672
1.56E+12,2019-06-26T11:48:50.782,1814.76,-0.009,-0.041,0.306
1.56E+12,2019-06-26T11:48:50.791,1814.769,0.008,0.149,0.308
1.56E+12,2019-06-26T11:48:50.801,1814.779,0.089,0.229,0.744
1.56E+12,2019-06-26T11:48:50.811,1814.789,0.096,0.222,0.715
1.56E+12,2019-06-26T11:48:50.822,1814.8,0.057,0.084,0.927
1.56E+12,2019-06-26T11:48:50.831,1814.809,0.1,0.271,0.568
1.56E+12,2019-06-26T11:48:50.841,1814.819,0.105,0.15,0.636
1.56E+12,2019-06-26T11:48:50.851,1814.829,0.08,0.008,0.784
1.56E+12,2019-06-26T11:48:50.861,1814.839,0.124,0.01,0.913
1.56E+12,2019-06-26T11:48:50.870,1814.848,0.131,0.24,0.868
1.56E+12,2019-06-26T11:48:50.880,1814.858,0.08,0.168,0.791
1.56E+12,2019-06-26T11:48:50.891,1814.869,0.06,0.239,0.64
1.56E+12,2019-06-26T11:48:50.901,1814.879,0.098,0.214,0.846
1.56E+12,2019-06-26T11:48:50.910,1814.888,0.127,0.305,0.768
1.56E+12,2019-06-26T11:48:50.920,1814.898,0.095,-0.007,0.297
1.56E+12,2019-06-26T11:48:50.930,1814.908,0.047,0.042,0.165
1.56E+12,2019-06-26T11:48:50.940,1814.918,0.138,-0.021,0.196
1.56E+12,2019-06-26T11:48:50.949,1814.927,0.102,-0.021,0.089
1.56E+12,2019-06-26T11:48:50.959,1814.937,0.087,-0.169,0.192
1.56E+12,2019-06-26T11:48:50.970,1814.948,0.107,-0.019,0.011
1.56E+12,2019-06-26T11:48:50.978,1814.956,0.13,-0.054,0.166
1.56E+12,2019-06-26T11:48:50.989,1814.967,0.057,-0.099,-0.098
1.56E+12,2019-06-26T11:48:50.999,1814.977,0.085,-0.137,-0.101
1.56E+12,2019-06-26T11:48:51.009,1814.987,0.103,0.077,-0.07
1.56E+12,2019-06-26T11:48:51.018,1814.996,0.064,-0.113,-0.069
1.56E+12,2019-06-26T11:48:51.028,1815.006,0.061,-0.03,-0.388
1.56E+12,2019-06-26T11:48:51.039,1815.017,0.082,-0.02,-0.323
1.56E+12,2019-06-26T11:48:51.049,1815.027,0.068,0.121,-0.372
1.56E+12,2019-06-26T11:48:51.058,1815.036,0.038,-0.113,-0.451
1.56E+12,2019-06-26T11:48:51.068,1815.046,0.029,0.042,-0.515
1.56E+12,2019-06-26T11:48:51.078,1815.056,0.087,0.065,-0.388
1.56E+12,2019-06-26T11:48:51.088,1815.066,0.066,0.073,-0.495
1.56E+12,2019-06-26T11:48:51.097,1815.075,0.036,-0.098,-0.52
1.56E+12,2019-06-26T11:48:51.107,1815.085,0.09,0.073,-0.533
1.56E+12,2019-06-26T11:48:51.118,1815.096,0.106,0.07,-0.403
1.56E+12,2019-06-26T11:48:51.128,1815.106,0.038,0.054,-0.604
1.56E+12,2019-06-26T11:48:51.138,1815.116,0.036,-0.076,-0.72
1.56E+12,2019-06-26T11:48:51.147,1815.125,0.092,0.145,-0.603
1.56E+12,2019-06-26T11:48:51.157,1815.135,0.013,0.022,-0.616
1.56E+12,2019-06-26T11:48:51.167,1815.145,0.023,0,-0.698
1.56E+12,2019-06-26T11:48:51.176,1815.154,0.028,-0.009,-0.774
1.56E+12,2019-06-26T11:48:51.186,1815.164,0.056,0.155,-0.67
1.56E+12,2019-06-26T11:48:51.197,1815.175,0.01,-0.037,-0.814
1.56E+12,2019-06-26T11:48:51.207,1815.185,0.008,0.032,-0.767
1.56E+12,2019-06-26T11:48:51.217,1815.195,0.069,0.072,-0.758
1.56E+12,2019-06-26T11:48:51.226,1815.204,0.049,0.099,-0.726
1.56E+12,2019-06-26T11:48:51.236,1815.214,-0.036,-0.029,-0.904
1.56E+12,2019-06-26T11:48:51.245,1815.223,0.045,0.073,-0.718
1.56E+12,2019-06-26T11:48:51.255,1815.233,0.077,0.116,-0.668
1.56E+12,2019-06-26T11:48:51.266,1815.244,-0.001,0.073,-0.664
1.56E+12,2019-06-26T11:48:51.276,1815.254,0.003,0.003,-0.805
1.56E+12,2019-06-26T11:48:51.285,1815.263,0.057,0.135,-0.595
1.56E+12,2019-06-26T11:48:51.296,1815.274,0.02,0.098,-0.646
1.56E+12,2019-06-26T11:48:51.305,1815.283,-0.023,0.046,-0.681
1.56E+12,2019-06-26T11:48:51.315,1815.293,-0.009,0.062,-0.729
1.56E+12,2019-06-26T11:48:51.324,1815.302,0.058,0.206,-0.471
1.56E+12,2019-06-26T11:48:51.334,1815.312,-0.006,0.062,-0.581
1.56E+12,2019-06-26T11:48:51.345,1815.323,-0.011,0.028,-0.571
1.56E+12,2019-06-26T11:48:51.355,1815.333,0.014,0.037,-0.592
1.56E+12,2019-06-26T11:48:51.364,1815.342,0.02,0.067,-0.278
1.56E+12,2019-06-26T11:48:51.374,1815.352,-0.027,-0.08,-0.111
1.56E+12,2019-06-26T11:48:51.384,1815.362,0.021,-0.055,0.186
1.56E+12,2019-06-26T11:48:51.394,1815.372,0.026,0.009,0.248
1.56E+12,2019-06-26T11:48:51.403,1815.381,0.024,0.009,0.712
1.56E+12,2019-06-26T11:48:51.414,1815.392,-0.025,0.103,0.722
1.56E+12,2019-06-26T11:48:51.424,1815.402,0.106,0.191,1.161
1.56E+12,2019-06-26T11:48:51.434,1815.412,0.068,0.335,1.284
1.56E+12,2019-06-26T11:48:51.443,1815.421,-0.035,0.237,0.679
1.56E+12,2019-06-26T11:48:51.453,1815.431,-0.112,0.181,0.903
1.56E+12,2019-06-26T11:48:51.463,1815.441,0.117,0.349,1.95
1.56E+12,2019-06-26T11:48:51.474,1815.452,-0.012,0.325,1.054
1.56E+12,2019-06-26T11:48:51.482,1815.46,0.07,0.233,0.894
1.56E+12,2019-06-26T11:48:51.493,1815.471,-0.038,0.114,0.275
1.56E+12,2019-06-26T11:48:51.503,1815.481,0.038,0.148,0.066
1.56E+12,2019-06-26T11:48:51.512,1815.49,-0.031,-0.13,-0.036
1.56E+12,2019-06-26T11:48:51.522,1815.5,-0.004,-0.25,-0.075
1.56E+12,2019-06-26T11:48:51.532,1815.51,0.043,0.136,0.458
1.56E+12,2019-06-26T11:48:51.542,1815.52,0.053,0.018,0.317
1.56E+12,2019-06-26T11:48:51.551,1815.529,-0.017,0.101,0.437
1.56E+12,2019-06-26T11:48:51.561,1815.539,0.049,0.151,0.505
1.56E+12,2019-06-26T11:48:51.572,1815.55,0.04,0.272,0.225
1.56E+12,2019-06-26T11:48:51.582,1815.56,0.021,-0.039,-0.174
1.56E+12,2019-06-26T11:48:51.591,1815.569,-0.023,-0.045,0.143
1.56E+12,2019-06-26T11:48:51.601,1815.579,0.071,-0.091,0.183
1.56E+12,2019-06-26T11:48:51.611,1815.589,-0.01,-0.028,-0.091
1.56E+12,2019-06-26T11:48:51.622,1815.6,-0.056,-0.226,-0.463
1.56E+12,2019-06-26T11:48:51.630,1815.608,-0.094,-0.068,-0.325
1.56E+12,2019-06-26T11:48:51.641,1815.619,0.068,-0.104,-0.236
1.56E+12,2019-06-26T11:48:51.651,1815.629,-0.024,-0.049,-0.226
1.56E+12,2019-06-26T11:48:51.661,1815.639,0.031,-0.106,-0.512
1.56E+12,2019-06-26T11:48:51.670,1815.648,0.008,0.06,-0.548
1.56E+12,2019-06-26T11:48:51.680,1815.658,0.061,-0.003,-0.554
1.56E+12,2019-06-26T11:48:51.690,1815.668,0.038,0.099,-0.412
1.56E+12,2019-06-26T11:48:51.701,1815.679,0.058,-0.056,-0.514
1.56E+12,2019-06-26T11:48:51.709,1815.687,0.037,0.101,-0.508
1.56E+12,2019-06-26T11:48:51.720,1815.698,0.01,-0.053,-0.556
1.56E+12,2019-06-26T11:48:51.730,1815.708,-0.034,-0.035,-0.511
1.56E+12,2019-06-26T11:48:51.739,1815.717,0.039,-0.053,-0.483
1.56E+12,2019-06-26T11:48:51.749,1815.727,-0.025,0.135,-0.392
1.56E+12,2019-06-26T11:48:51.759,1815.737,-0.035,-0.026,-0.567
1.56E+12,2019-06-26T11:48:51.769,1815.747,-0.038,0.045,-0.506
1.56E+12,2019-06-26T11:48:51.778,1815.756,0.011,0.048,-0.337
1.56E+12,2019-06-26T11:48:51.789,1815.767,-0.011,0.105,-0.202
1.56E+12,2019-06-26T11:48:51.799,1815.777,-0.037,-0.093,-0.234
1.56E+12,2019-06-26T11:48:51.809,1815.787,0.03,0.135,0.092
1.56E+12,2019-06-26T11:48:51.818,1815.796,0.05,0.115,0.268
1.56E+12,2019-06-26T11:48:51.828,1815.806,0.011,0.135,0.177
1.56E+12,2019-06-26T11:48:51.838,1815.816,-0.032,-0.069,-0.281
1.56E+12,2019-06-26T11:48:51.849,1815.827,0.046,0.133,-0.192
1.56E+12,2019-06-26T11:48:51.857,1815.835,-0.026,0.016,-0.162
1.56E+12,2019-06-26T11:48:51.868,1815.846,-0.064,0.017,0.007
1.56E+12,2019-06-26T11:48:51.878,1815.856,0.01,0.044,-0.104
1.56E+12,2019-06-26T11:48:51.888,1815.866,0.01,0.282,-0.135
1.56E+12,2019-06-26T11:48:51.897,1815.875,-0.103,0.006,-0.325
1.56E+12,2019-06-26T11:48:51.907,1815.885,-0.018,0.181,0.274
1.56E+12,2019-06-26T11:48:51.917,1815.895,0.023,0.245,0.599
1.56E+12,2019-06-26T11:48:51.928,1815.906,0.059,0.299,1.126
1.56E+12,2019-06-26T11:48:51.936,1815.914,-0.037,0.018,1.07
1.56E+12,2019-06-26T11:48:51.947,1815.925,0.024,0.236,1.184
1.56E+12,2019-06-26T11:48:51.957,1815.935,0.012,0.156,0.688
1.56E+12,2019-06-26T11:48:51.967,1815.945,0.072,0.183,1.159
1.56E+12,2019-06-26T11:48:51.976,1815.954,0.088,0.173,1.241
1.56E+12,2019-06-26T11:48:51.986,1815.964,0.07,0.296,1.153
1.56E+12,2019-06-26T11:48:51.997,1815.975,0.016,-0.021,0.895
1.56E+12,2019-06-26T11:48:52.005,1815.983,0.011,-0.079,0.845
1.56E+12,2019-06-26T11:48:52.017,1815.995,0.022,-0.242,0.788
1.56E+12,2019-06-26T11:48:52.026,1816.004,0.032,-0.113,0.676
1.56E+12,2019-06-26T11:48:52.036,1816.014,0.025,-0.192,0.43
1.56E+12,2019-06-26T11:48:52.045,1816.023,0.018,-0.177,0.263
1.56E+12,2019-06-26T11:48:52.055,1816.033,0.091,-0.152,0.476
1.56E+12,2019-06-26T11:48:52.065,1816.043,0.083,0.008,0.29
1.56E+12,2019-06-26T11:48:52.076,1816.054,0.016,-0.123,0.051
1.56E+12,2019-06-26T11:48:52.084,1816.062,0.029,-0.02,-0.125
1.56E+12,2019-06-26T11:48:52.095,1816.073,0.068,-0.023,0.045
1.56E+12,2019-06-26T11:48:52.105,1816.083,0.038,-0.091,0.028
1.56E+12,2019-06-26T11:48:52.115,1816.093,-0.01,-0.256,-0.076
1.56E+12,2019-06-26T11:48:52.124,1816.102,0.063,-0.037,-0.119
1.56E+12,2019-06-26T11:48:52.134,1816.112,0.028,-0.078,-0.082
1.56E+12,2019-06-26T11:48:52.144,1816.122,-0.022,-0.071,-0.27
1.56E+12,2019-06-26T11:48:52.155,1816.133,0.013,-0.108,-0.211
1.56E+12,2019-06-26T11:48:52.164,1816.142,0.02,0.092,-0.217
1.56E+12,2019-06-26T11:48:52.174,1816.152,0.031,-0.052,-0.298
1.56E+12,2019-06-26T11:48:52.184,1816.162,-0.01,-0.059,-0.457
1.56E+12,2019-06-26T11:48:52.194,1816.172,0.032,-0.03,-0.356
1.56E+12,2019-06-26T11:48:52.203,1816.181,0.066,0.089,-0.25
1.56E+12,2019-06-26T11:48:52.213,1816.191,0.025,-0.094,-0.231
1.56E+12,2019-06-26T11:48:52.224,1816.202,0.037,-0.034,-0.325
1.56E+12,2019-06-26T11:48:52.232,1816.21,0.056,0.034,-0.274
1.56E+12,2019-06-26T11:48:52.243,1816.221,0.02,0.086,-0.264
1.56E+12,2019-06-26T11:48:52.253,1816.231,-0.012,-0.169,-0.263
1.56E+12,2019-06-26T11:48:52.263,1816.241,0.044,-0.014,-0.064
1.56E+12,2019-06-26T11:48:52.272,1816.25,0.039,0.026,0.17
1.56E+12,2019-06-26T11:48:52.282,1816.26,-0.022,0.075,0.344
1.56E+12,2019-06-26T11:48:52.292,1816.27,0.021,0.044,0.622
1.56E+12,2019-06-26T11:48:52.303,1816.281,0.041,0.239,0.683
1.56E+12,2019-06-26T11:48:52.311,1816.289,0.01,0.036,0.624
1.56E+12,2019-06-26T11:48:52.322,1816.3,-0.028,0.136,0.402
1.56E+12,2019-06-26T11:48:52.332,1816.31,0.044,0.282,0.363
1.56E+12,2019-06-26T11:48:52.342,1816.32,0.104,0.27,0.482
1.56E+12,2019-06-26T11:48:52.351,1816.329,-0.003,-0.186,0.152
1.56E+12,2019-06-26T11:48:52.361,1816.339,0.011,-0.108,-0.094
1.56E+12,2019-06-26T11:48:52.372,1816.35,0.071,-0.035,0.112
1.56E+12,2019-06-26T11:48:52.382,1816.36,-0.003,-0.033,0.142
1.56E+12,2019-06-26T11:48:52.391,1816.369,-0.015,-0.154,0.109
1.56E+12,2019-06-26T11:48:52.401,1816.379,0.041,0.04,0.036
1.56E+12,2019-06-26T11:48:52.411,1816.389,0.019,0.016,0.041
1.56E+12,2019-06-26T11:48:52.421,1816.399,0.011,-0.035,0.002
1.56E+12,2019-06-26T11:48:52.430,1816.408,0.006,-0.159,-0.175
1.56E+12,2019-06-26T11:48:52.440,1816.418,0.042,0.002,-0.163
1.56E+12,2019-06-26T11:48:52.451,1816.429,0.027,-0.103,0.06
1.56E+12,2019-06-26T11:48:52.461,1816.439,-0.024,-0.14,-0.103
1.56E+12,2019-06-26T11:48:52.470,1816.448,-0.002,-0.139,-0.113
1.56E+12,2019-06-26T11:48:52.480,1816.458,0.029,0.058,0.07
1.56E+12,2019-06-26T11:48:52.490,1816.468,-0.002,-0.066,0.094
1.56E+12,2019-06-26T11:48:52.499,1816.477,0.015,-0.058,-0.024
1.56E+12,2019-06-26T11:48:52.509,1816.487,0.086,0.012,0.035
1.56E+12,2019-06-26T11:48:52.519,1816.497,0.02,0.132,-0.289
1.56E+12,2019-06-26T11:48:52.530,1816.508,0.006,-0.072,-0.214
1.56E+12,2019-06-26T11:48:52.539,1816.517,0.055,0.07,-0.255
1.56E+12,2019-06-26T11:48:52.549,1816.527,0.058,0.153,-0.197
1.56E+12,2019-06-26T11:48:52.559,1816.537,0.003,0.092,-0.288
1.56E+12,2019-06-26T11:48:52.569,1816.547,0.028,-0.077,-0.257
1.56E+12,2019-06-26T11:48:52.578,1816.556,0.032,0.075,-0.316
1.56E+12,2019-06-26T11:48:52.588,1816.566,0.048,0.051,-0.23
1.56E+12,2019-06-26T11:48:52.599,1816.577,-0.027,0.026,-0.442
1.56E+12,2019-06-26T11:48:52.609,1816.587,0.01,0.057,-0.338
1.56E+12,2019-06-26T11:48:52.618,1816.596,0.074,0.225,-0.203
1.56E+12,2019-06-26T11:48:52.628,1816.606,-0.017,0.138,-0.209
1.56E+12,2019-06-26T11:48:52.638,1816.616,-0.023,0.107,-0.231
1.56E+12,2019-06-26T11:48:52.648,1816.626,0.062,0.13,-0.054
1.56E+12,2019-06-26T11:48:52.657,1816.635,0.019,0.234,0.082
1.56E+12,2019-06-26T11:48:52.667,1816.645,-0.023,0.063,-0.015
1.56E+12,2019-06-26T11:48:52.678,1816.656,-0.004,0.082,-0.063
1.56E+12,2019-06-26T11:48:52.688,1816.666,0.061,0.133,0.18
1.56E+12,2019-06-26T11:48:52.697,1816.675,-0.014,0.055,0.213
1.56E+12,2019-06-26T11:48:52.707,1816.685,-0.033,-0.124,0.098
1.56E+12,2019-06-26T11:48:52.717,1816.695,0.041,-0.057,0.169
1.56E+12,2019-06-26T11:48:52.728,1816.706,0.055,0.026,0.079
1.56E+12,2019-06-26T11:48:52.736,1816.714,-0.068,-0.052,-0.101
1.56E+12,2019-06-26T11:48:52.747,1816.725,-0.006,-0.156,-0.013
1.56E+12,2019-06-26T11:48:52.757,1816.735,0.048,0.034,0.145
1.56E+12,2019-06-26T11:48:52.767,1816.745,0.001,-0.016,-0.009
1.56E+12,2019-06-26T11:48:52.776,1816.754,-0.04,-0.114,-0.13
1.56E+12,2019-06-26T11:48:52.786,1816.764,0.034,-0.086,-0.063
1.56E+12,2019-06-26T11:48:52.796,1816.774,0.018,0.02,-0.047
1.56E+12,2019-06-26T11:48:52.807,1816.785,0.008,-0.061,-0.004
1.56E+12,2019-06-26T11:48:52.815,1816.793,-0.014,-0.012,-0.154
1.56E+12,2019-06-26T11:48:52.826,1816.804,0.044,0.039,0.015
1.56E+12,2019-06-26T11:48:52.836,1816.814,-0.017,0.056,-0.004
1.56E+12,2019-06-26T11:48:52.845,1816.823,-0.015,-0.018,0.184
1.56E+12,2019-06-26T11:48:52.855,1816.833,0.002,0.084,0.312
1.56E+12,2019-06-26T11:48:52.865,1816.843,0.065,0.182,0.551
1.56E+12,2019-06-26T11:48:52.875,1816.853,-0.048,0.08,0.311
1.56E+12,2019-06-26T11:48:52.884,1816.862,-0.018,-0.1,0.241
1.56E+12,2019-06-26T11:48:52.894,1816.872,0.071,0.005,0.54
1.56E+12,2019-06-26T11:48:52.905,1816.883,0.046,0.091,0.488
1.56E+12,2019-06-26T11:48:52.915,1816.893,-0.046,-0.042,0.046
1.56E+12,2019-06-26T11:48:52.924,1816.902,0.034,-0.029,0.427
1.56E+12,2019-06-26T11:48:52.934,1816.912,0.08,0.07,0.569
1.56E+12,2019-06-26T11:48:52.944,1816.922,0.006,0.033,0.414
1.56E+12,2019-06-26T11:48:52.955,1816.933,0.012,-0.041,0.136
1.56E+12,2019-06-26T11:48:52.963,1816.941,0.039,0.041,0.097
1.56E+12,2019-06-26T11:48:52.974,1816.952,0.039,0.042,0.189
1.56E+12,2019-06-26T11:48:52.984,1816.962,-0.016,-0.054,0.151
1.56E+12,2019-06-26T11:48:52.993,1816.971,0.019,-0.089,0.098
1.56E+12,2019-06-26T11:48:53.003,1816.981,0.087,0.1,0.263
1.56E+12,2019-06-26T11:48:53.013,1816.991,-0.011,0.041,-0.12
1.56E+12,2019-06-26T11:48:53.023,1817.001,-0.013,-0.054,-0.045
1.56E+12,2019-06-26T11:48:53.032,1817.01,0.064,0.015,0.043
1.56E+12,2019-06-26T11:48:53.042,1817.02,0.024,0.128,0.212
1.56E+12,2019-06-26T11:48:53.053,1817.031,0.005,-0.037,0.012
1.56E+12,2019-06-26T11:48:53.063,1817.041,-0.004,-0.001,0.083
1.56E+12,2019-06-26T11:48:53.072,1817.05,0.073,0.111,0.047
1.56E+12,2019-06-26T11:48:53.082,1817.06,0.013,0.077,0.21
1.56E+12,2019-06-26T11:48:53.092,1817.07,0.023,-0.063,-0.023
1.56E+12,2019-06-26T11:48:53.103,1817.081,0.032,0.019,0.097
1.56E+12,2019-06-26T11:48:53.111,1817.089,0.051,0.046,-0.023
1.56E+12,2019-06-26T11:48:53.122,1817.1,-0.029,-0.018,-0.092
1.56E+12,2019-06-26T11:48:53.132,1817.11,0.015,-0.124,-0.152
1.56E+12,2019-06-26T11:48:53.142,1817.12,0.052,0.073,-0.046
1.56E+12,2019-06-26T11:48:53.151,1817.129,0.01,-0.018,-0.3
1.56E+12,2019-06-26T11:48:53.161,1817.139,-0.023,-0.072,-0.206
1.56E+12,2019-06-26T11:48:53.171,1817.149,0.054,-0.056,-0.327
1.56E+12,2019-06-26T11:48:53.182,1817.16,0.04,0.128,-0.107
1.56E+12,2019-06-26T11:48:53.190,1817.168,-0.009,-0.058,-0.398
1.56E+12,2019-06-26T11:48:53.201,1817.179,-0.014,0.007,-0.328
1.56E+12,2019-06-26T11:48:53.211,1817.189,0.076,0.081,-0.282
1.56E+12,2019-06-26T11:48:53.220,1817.198,-0.015,0.077,-0.135
1.56E+12,2019-06-26T11:48:53.230,1817.208,-0.023,-0.074,-0.304
1.56E+12,2019-06-26T11:48:53.240,1817.218,0.039,0.077,-0.044
1.56E+12,2019-06-26T11:48:53.250,1817.228,0.06,0.142,-0.121
1.56E+12,2019-06-26T11:48:53.259,1817.237,-0.052,0.096,-0.111
1.56E+12,2019-06-26T11:48:53.269,1817.247,0.01,-0.02,-0.087
1.56E+12,2019-06-26T11:48:53.280,1817.258,0.078,0.192,0.427
1.56E+12,2019-06-26T11:48:53.290,1817.268,0.041,0.089,0.378
1.56E+12,2019-06-26T11:48:53.299,1817.277,-0.051,0.055,0.383
1.56E+12,2019-06-26T11:48:53.309,1817.287,0.015,-0.025,0.407
1.56E+12,2019-06-26T11:48:53.319,1817.297,0.063,0.128,0.65
1.56E+12,2019-06-26T11:48:53.330,1817.308,0.043,0.038,0.3
1.56E+12,2019-06-26T11:48:53.338,1817.316,-0.042,0.17,-0.029
1.56E+12,2019-06-26T11:48:53.349,1817.327,0.061,-0.14,-0.046
1.56E+12,2019-06-26T11:48:53.359,1817.337,0.024,-0.05,0.148
1.56E+12,2019-06-26T11:48:53.369,1817.347,-0.037,-0.058,-0.058
1.56E+12,2019-06-26T11:48:53.378,1817.356,0.037,0.052,0.181
1.56E+12,2019-06-26T11:48:53.388,1817.366,0.025,0.032,-0.258
1.56E+12,2019-06-26T11:48:53.398,1817.376,-0.035,0.202,-0.546
1.56E+12,2019-06-26T11:48:53.409,1817.387,-0.033,0.026,-0.729
1.56E+12,2019-06-26T11:48:53.417,1817.395,0.014,0.168,-0.379
1.56E+12,2019-06-26T11:48:53.428,1817.406,0.062,0.09,-0.179
1.56E+12,2019-06-26T11:48:53.438,1817.416,0.009,0.111,-0.355
1.56E+12,2019-06-26T11:48:53.448,1817.426,-0.019,-0.007,-0.717
1.56E+12,2019-06-26T11:48:53.457,1817.435,0.007,0.246,-0.493
1.56E+12,2019-06-26T11:48:53.467,1817.445,-0.032,0.053,-0.563
1.56E+12,2019-06-26T11:48:53.478,1817.456,-0.015,0.101,-0.467
1.56E+12,2019-06-26T11:48:53.488,1817.466,0.004,0.085,-0.494
1.56E+12,2019-06-26T11:48:53.497,1817.475,0.006,0.229,-0.473
1.56E+12,2019-06-26T11:48:53.507,1817.485,-0.049,0.017,-0.555
1.56E+12,2019-06-26T11:48:53.517,1817.495,0.02,0.153,-0.327
1.56E+12,2019-06-26T11:48:53.527,1817.505,0.043,0.106,-0.225
1.56E+12,2019-06-26T11:48:53.536,1817.514,-0.006,0.139,0.175
1.56E+12,2019-06-26T11:48:53.546,1817.524,-0.038,-0.065,0.309
1.56E+12,2019-06-26T11:48:53.557,1817.535,0.061,0.064,0.831
1.56E+12,2019-06-26T11:48:53.565,1817.543,0.02,-0.064,1.3
1.56E+12,2019-06-26T11:48:53.576,1817.554,0.094,-0.129,1.576
1.56E+12,2019-06-26T11:48:53.586,1817.564,-0.081,0.041,0.239
1.56E+12,2019-06-26T11:48:53.596,1817.574,0.094,0.172,1.012
1.56E+12,2019-06-26T11:48:53.606,1817.584,0.024,-0.334,0.997
1.56E+12,2019-06-26T11:48:53.615,1817.593,-0.013,-0.401,1.024
1.56E+12,2019-06-26T11:48:53.625,1817.603,0.09,-0.247,1.329
1.56E+12,2019-06-26T11:48:53.636,1817.614,0.074,0.049,1
1.56E+12,2019-06-26T11:48:53.644,1817.622,-0.058,-0.302,0.418
1.56E+12,2019-06-26T11:48:53.655,1817.633,0.019,-0.008,0.712
1.56E+12,2019-06-26T11:48:53.665,1817.643,0.192,0.072,1.177
1.56E+12,2019-06-26T11:48:53.675,1817.653,0.108,0.018,0.895
1.56E+12,2019-06-26T11:48:53.686,1817.664,0.033,-0.152,0.879
1.56E+12,2019-06-26T11:48:53.694,1817.672,0.071,0.148,0.382
1.56E+12,2019-06-26T11:48:53.705,1817.683,0.06,0.063,0.381
1.56E+12,2019-06-26T11:48:53.713,1817.691,0.08,0,0.558
1.56E+12,2019-06-26T11:48:53.724,1817.702,0.018,-0.151,0.219
1.56E+12,2019-06-26T11:48:53.734,1817.712,0.012,-0.024,-0.013
1.56E+12,2019-06-26T11:48:53.744,1817.722,0.031,-0.128,0.006
1.56E+12,2019-06-26T11:48:53.753,1817.731,-0.043,-0.073,-0.212
1.56E+12,2019-06-26T11:48:53.763,1817.741,0.033,-0.141,-0.02
1.56E+12,2019-06-26T11:48:53.773,1817.751,0.054,0.14,-0.144
1.56E+12,2019-06-26T11:48:53.784,1817.762,0.029,0.016,-0.336
1.56E+12,2019-06-26T11:48:53.792,1817.77,0.001,0.091,-0.499
1.56E+12,2019-06-26T11:48:53.803,1817.781,0.063,0.122,-0.323
1.56E+12,2019-06-26T11:48:53.813,1817.791,0.061,0.181,-0.393
1.56E+12,2019-06-26T11:48:53.823,1817.801,0.017,-0.072,-0.377
1.56E+12,2019-06-26T11:48:53.832,1817.81,0.022,0.026,-0.432
